Algorithm Data.
a,b,c,
3.69455,24.7072,-82.3719,51.22
3.69522,24.7021,-82.5588,51.23
3.6959,24.6968,-82.7371,51.24
3.69657,24.6914,-82.9075,51.25
3.69724,24.6859,-83.0704,51.26
3.69791,24.6802,-83.2264,51.27
3.69858,24.6745,-83.3759,51.28
3.69925,24.6686,-83.5192,51.29
3.69992,24.6626,-83.6568,51.3
3.70058,24.6564,-83.789,51.31
3.70125,24.6502,-83.9161,51.32
3.70192,24.6438,-84.0383,51.33
3.70258,24.6373,-84.156,51.34
3.70324,24.6307,-84.2693,51.35
3.70391,24.6239,-84.3786,51.36
3.70457,24.6171,-84.4841,51.37
3.70523,24.6101,-84.5858,51.38
3.70589,24.603,-84.6841,51.39
3.70655,24.5958,-84.7791,51.4
3.70721,24.5884,-84.8709,51.41
3.70787,24.581,-84.9598,51.42
3.70853,24.5734,-85.0458,51.43
3.70918,24.5657,-85.1291,51.44
3.70984,24.5579,-85.2098,51.45
3.7105,24.5499,-85.288,51.46
3.71115,24.5418,-85.3639,51.47
3.7118,24.5336,-85.4375,51.48
3.71246,24.5253,-85.5089,51.49
3.71311,24.5169,-85.5783,51.5
3.71376,24.5084,-85.6457,51.51
3.71441,24.4997,-85.7112,51.52
3.71506,24.4909,-85.7749,51.53
3.71571,24.482,-85.8369,51.54
3.71636,24.4729,-85.8972,51.55
3.717,24.4638,-85.9558,51.56
3.71765,24.4545,-86.013,51.57
3.7183,24.4451,-86.0686,51.58
3.71894,24.4356,-86.1228,51.59
3.71958,24.426,-86.1756,51.6
3.72023,24.4162,-86.2271,51.61
3.72087,24.4063,-86.2774,51.62
3.72151,24.3963,-86.3264,51.63
3.72215,24.3862,-86.3742,51.64
3.72279,24.376,-86.4209,51.65
3.72343,24.3656,-86.4665,51.66
3.72407,24.3551,-86.511,51.67
3.72471,24.3445,-86.5544,51.68
3.72535,24.3338,-86.5969,51.69
3.72598,24.323,-86.6385,51.7
3.72662,24.312,-86.6791,51.71
3.72725,24.301,-86.7187,51.72
3.72789,24.2898,-86.7576,51.73
3.72852,24.2784,-86.7956,51.74
3.72916,24.267,-86.8327,51.75
3.72979,24.2555,-86.8691,51.76
3.73042,24.2438,-86.9047,51.77
3.73105,24.232,-86.9396,51.78
3.73168,24.2201,-86.9738,51.79
3.73231,24.208,-87.0072,51.8
3.73294,24.1959,-87.04,51.81
3.73356,24.1836,-87.0721,51.82
3.73419,24.1712,-87.1036,51.83
3.73482,24.1587,-87.1345,51.84
3.73544,24.1461,-87.1648,51.85
3.73607,24.1333,-87.1945,51.86
3.73669,24.1205,-87.2236,51.87
3.73731,24.1075,-87.2521,51.88
3.73794,24.0944,-87.2802,51.89
3.73856,24.0812,-87.3077,51.9
3.73918,24.0678,-87.3347,51.91
3.7398,24.0544,-87.3612,51.92
3.74042,24.0408,-87.3872,51.93
3.74104,24.0271,-87.4128,51.94
3.74166,24.0133,-87.4379,51.95
3.74228,23.9993,-87.4626,51.96
3.74289,23.9853,-87.4868,51.97
3.74351,23.9711,-87.5106,51.98
3.74412,23.9568,-87.534,51.99
3.74474,23.9424,-87.557,52
3.74535,23.9279,-87.5796,52.01
3.74597,23.9132,-87.6018,52.02
3.74658,23.8985,-87.6237,52.03
3.74719,23.8836,-87.6452,52.04
3.7478,23.8686,-87.6663,52.05
3.74841,23.8535,-87.6871,52.06
3.74902,23.8382,-87.7075,52.07
3.74963,23.8229,-87.7277,52.08
3.75024,23.8074,-87.7475,52.09
3.75085,23.7918,-87.767,52.1
3.75145,23.7761,-87.7862,52.11
3.75206,23.7603,-87.805,52.12
3.75267,23.7444,-87.8236,52.13
3.75327,23.7283,-87.8419,52.14
3.75388,23.7121,-87.86,52.15
3.75448,23.6958,-87.8777,52.16
3.75508,23.6794,-87.8952,52.17
3.75569,23.6629,-87.9124,52.18
3.75629,23.6463,-87.9294,52.19
3.75689,23.6295,-87.9461,52.2
3.75749,23.6126,-87.9626,52.21
3.75809,23.5956,-87.9788,52.22
3.75869,23.5785,-87.9948,52.23
3.75929,23.5613,-88.0106,52.24
3.75988,23.544,-88.0262,52.25
3.76048,23.5265,-88.0415,52.26
3.76108,23.5089,-88.0566,52.27
3.76167,23.4912,-88.0715,52.28
3.76227,23.4734,-88.0862,52.29
3.76286,23.4555,-88.1007,52.3
3.76346,23.4375,-88.115,52.31
3.76405,23.4193,-88.129,52.32
3.76464,23.401,-88.1429,52.33
3.76523,23.3827,-88.1567,52.34
3.76582,23.3642,-88.1702,52.35
3.76641,23.3455,-88.1835,52.36
3.767,23.3268,-88.1967,52.37
3.76759,23.3079,-88.2097,52.38
3.76818,23.289,-88.2226,52.39
3.76877,23.2699,-88.2352,52.4
3.76936,23.2507,-88.2477,52.41
3.76994,23.2314,-88.2601,52.42
3.77053,23.212,-88.2722,52.43
3.77111,23.1924,-88.2843,52.44
3.7717,23.1728,-88.2961,52.45
3.77228,23.153,-88.3079,52.46
3.77287,23.1331,-88.3195,52.47
3.77345,23.1131,-88.3309,52.48
3.77403,23.093,-88.3422,52.49
3.77461,23.0728,-88.3533,52.5
3.77519,23.0524,-88.3644,52.51
3.77577,23.032,-88.3753,52.52
3.77635,23.0114,-88.386,52.53
3.77693,22.9907,-88.3966,52.54
3.77751,22.9699,-88.4071,52.55
3.77809,22.949,-88.4175,52.56
3.77867,22.928,-88.4278,52.57
3.77924,22.9068,-88.4379,52.58
3.77982,22.8856,-88.4479,52.59
3.78039,22.8642,-88.4578,52.6
3.78097,22.8427,-88.4676,52.61
3.78154,22.8211,-88.4773,52.62
3.78212,22.7994,-88.4868,52.63
3.78269,22.7776,-88.4963,52.64
3.78326,22.7557,-88.5056,52.65
3.78383,22.7336,-88.5148,52.66
3.7844,22.7115,-88.524,52.67
3.78497,22.6892,-88.533,52.68
3.78554,22.6668,-88.5419,52.69
3.78611,22.6443,-88.5508,52.7
3.78668,22.6217,-88.5595,52.71
3.78725,22.5989,-88.5682,52.72
3.78782,22.5761,-88.5767,52.73
3.78838,22.5532,-88.5852,52.74
3.78895,22.5301,-88.5935,52.75
3.78952,22.5069,-88.6018,52.76
3.79008,22.4836,-88.61,52.77
3.79065,22.4602,-88.6181,52.78
3.79121,22.4367,-88.6261,52.79
3.79177,22.4131,-88.634,52.8
3.79234,22.3894,-88.6419,52.81
3.7929,22.3655,-88.6496,52.82
3.79346,22.3416,-88.6573,52.83
3.79402,22.3175,-88.6649,52.84
3.79458,22.2933,-88.6724,52.85
3.79514,22.269,-88.6799,52.86
3.7957,22.2446,-88.6872,52.87
3.79626,22.2201,-88.6945,52.88
3.79682,22.1955,-88.7018,52.89
3.79737,22.1708,-88.7089,52.9
3.79793,22.1459,-88.716,52.91
3.79849,22.121,-88.723,52.92
3.79904,22.0959,-88.7299,52.93
3.7996,22.0707,-88.7368,52.94
3.80015,22.0454,-88.7436,52.95
3.80071,22.02,-88.7503,52.96
3.80126,21.9945,-88.757,52.97
3.80181,21.9689,-88.7636,52.98
3.80237,21.9432,-88.7701,52.99
3.80292,21.9174,-88.7766,53
3.80347,21.8914,-88.783,53.01
3.80402,21.8654,-88.7894,53.02
3.80457,21.8392,-88.7957,53.03
3.80512,21.8129,-88.8019,53.04
3.80567,21.7865,-88.8081,53.05
3.80622,21.76,-88.8142,53.06
3.80676,21.7334,-88.8202,53.07
3.80731,21.7067,-88.8262,53.08
3.80786,21.6799,-88.8322,53.09
3.8084,21.653,-88.8381,53.1
3.80895,21.6259,-88.8439,53.11
3.80949,21.5988,-88.8497,53.12
3.81004,21.5715,-88.8554,53.13
3.81058,21.5442,-88.8611,53.14
3.81113,21.5167,-88.8667,53.15
3.81167,21.4891,-88.8723,53.16
3.81221,21.4615,-88.8778,53.17
3.81275,21.4337,-88.8833,53.18
3.81329,21.4058,-88.8887,53.19
3.81383,21.3778,-88.8941,53.2
3.81437,21.3496,-88.8994,53.21
3.81491,21.3214,-88.9047,53.22
3.81545,21.2931,-88.91,53.23
3.81599,21.2646,-88.9152,53.24
3.81653,21.2361,-88.9203,53.25
3.81707,21.2075,-88.9254,53.26
3.8176,21.1787,-88.9305,53.27
3.81814,21.1498,-88.9355,53.28
3.81868,21.1209,-88.9404,53.29
3.81921,21.0918,-88.9454,53.3
3.81975,21.0626,-88.9502,53.31
3.82028,21.0333,-88.9551,53.32
3.82081,21.0039,-88.9599,53.33
3.82135,20.9744,-88.9647,53.34
3.82188,20.9448,-88.9694,53.35
3.82241,20.9151,-88.9741,53.36
3.82294,20.8853,-88.9787,53.37
3.82347,20.8553,-88.9833,53.38
3.82401,20.8253,-88.9879,53.39
3.82454,20.7952,-88.9924,53.4
3.82506,20.7649,-88.9969,53.41
3.82559,20.7346,-89.0013,53.42
3.82612,20.7041,-89.0058,53.43
3.82665,20.6736,-89.0101,53.44
3.82718,20.6429,-89.0145,53.45
3.8277,20.6122,-89.0188,53.46
3.82823,20.5813,-89.0231,53.47
3.82876,20.5503,-89.0273,53.48
3.82928,20.5192,-89.0315,53.49
3.82981,20.4881,-89.0357,53.5
3.83033,20.4568,-89.0398,53.51
3.83086,20.4254,-89.0439,53.52
3.83138,20.3939,-89.048,53.53
3.8319,20.3623,-89.052,53.54
3.83242,20.3306,-89.0561,53.55
3.83295,20.2988,-89.06,53.56
3.83347,20.2669,-89.064,53.57
3.83399,20.2349,-89.0679,53.58
3.83451,20.2028,-89.0718,53.59
3.83503,20.1706,-89.0756,53.6
3.83555,20.1382,-89.0795,53.61
3.83607,20.1058,-89.0833,53.62
3.83658,20.0733,-89.087,53.63
3.8371,20.0407,-89.0908,53.64
3.83762,20.0079,-89.0945,53.65
3.83814,19.9751,-89.0982,53.66
3.83865,19.9422,-89.1018,53.67
3.83917,19.9091,-89.1054,53.68
3.83968,19.876,-89.109,53.69
3.8402,19.8428,-89.1126,53.7
3.84071,19.8094,-89.1162,53.71
3.84123,19.776,-89.1197,53.72
3.84174,19.7424,-89.1232,53.73
3.84225,19.7088,-89.1266,53.74
3.84276,19.6751,-89.1301,53.75
3.84328,19.6412,-89.1335,53.76
3.84379,19.6073,-89.1369,53.77
3.8443,19.5732,-89.1403,53.78
3.84481,19.5391,-89.1436,53.79
3.84532,19.5048,-89.1469,53.8
3.84583,19.4705,-89.1502,53.81
3.84634,19.436,-89.1535,53.82
3.84685,19.4015,-89.1567,53.83
3.84735,19.3668,-89.16,53.84
3.84786,19.3321,-89.1632,53.85
3.84837,19.2972,-89.1663,53.86
3.84888,19.2623,-89.1695,53.87
3.84938,19.2273,-89.1726,53.88
3.84989,19.1921,-89.1757,53.89
3.85039,19.1569,-89.1788,53.9
3.8509,19.1215,-89.1819,53.91
3.8514,19.0861,-89.1849,53.92
3.8519,19.0505,-89.188,53.93
3.85241,19.0149,-89.191,53.94
3.85291,18.9792,-89.1939,53.95
3.85341,18.9433,-89.1969,53.96
3.85392,18.9074,-89.1998,53.97
3.85442,18.8714,-89.2028,53.98
3.85492,18.8352,-89.2057,53.99
3.85542,18.799,-89.2085,54
3.85592,18.7627,-89.2114,54.01
3.85642,18.7263,-89.2142,54.02
3.85692,18.6897,-89.2171,54.03
3.85742,18.6531,-89.2199,54.04
3.85791,18.6164,-89.2226,54.05
3.85841,18.5796,-89.2254,54.06
3.85891,18.5427,-89.2282,54.07
3.8594,18.5057,-89.2309,54.08
3.8599,18.4686,-89.2336,54.09
3.8604,18.4314,-89.2363,54.1
3.86089,18.3941,-89.239,54.11
3.86139,18.3567,-89.2416,54.12
3.86188,18.3192,-89.2442,54.13
3.86238,18.2816,-89.2469,54.14
3.86287,18.244,-89.2495,54.15
3.86336,18.2062,-89.2521,54.16
3.86386,18.1683,-89.2546,54.17
3.86435,18.1304,-89.2572,54.18
3.86484,18.0923,-89.2597,54.19
3.86533,18.0541,-89.2622,54.2
3.86582,18.0159,-89.2647,54.21
3.86631,17.9775,-89.2672,54.22
3.8668,17.9391,-89.2697,54.23
3.86729,17.9006,-89.2721,54.24
3.86778,17.8619,-89.2746,54.25
3.86827,17.8232,-89.277,54.26
3.86876,17.7844,-89.2794,54.27
3.86925,17.7455,-89.2818,54.28
3.86973,17.7065,-89.2842,54.29
3.87022,17.6674,-89.2866,54.3
3.87071,17.6282,-89.2889,54.31
3.87119,17.5889,-89.2912,54.32
3.87168,17.5495,-89.2935,54.33
3.87216,17.5101,-89.2959,54.34
3.87265,17.4705,-89.2981,54.35
3.87313,17.4308,-89.3004,54.36
3.87362,17.3911,-89.3027,54.37
3.8741,17.3512,-89.3049,54.38
3.87458,17.3113,-89.3072,54.39
3.87506,17.2713,-89.3094,54.4
3.87555,17.2311,-89.3116,54.41
3.87603,17.1909,-89.3138,54.42
3.87651,17.1506,-89.3159,54.43
3.87699,17.1102,-89.3181,54.44
3.87747,17.0697,-89.3203,54.45
3.87795,17.0292,-89.3224,54.46
3.87843,16.9885,-89.3245,54.47
3.87891,16.9477,-89.3266,54.48
3.87939,16.9069,-89.3287,54.49
3.87987,16.8659,-89.3308,54.5
3.88034,16.8249,-89.3329,54.51
3.88082,16.7838,-89.335,54.52
3.8813,16.7425,-89.337,54.53
3.88177,16.7012,-89.339,54.54
3.88225,16.6598,-89.3411,54.55
3.88273,16.6183,-89.3431,54.56
3.8832,16.5768,-89.3451,54.57
3.88368,16.5351,-89.3471,54.58
3.88415,16.4933,-89.3491,54.59
3.88462,16.4515,-89.351,54.6
3.8851,16.4096,-89.353,54.61
3.88557,16.3675,-89.3549,54.62
3.88604,16.3254,-89.3569,54.63
3.88652,16.2832,-89.3588,54.64
3.88699,16.2409,-89.3607,54.65
3.88746,16.1985,-89.3626,54.66
3.88793,16.1561,-89.3645,54.67
3.8884,16.1135,-89.3663,54.68
3.88887,16.0708,-89.3682,54.69
3.88934,16.0281,-89.3701,54.7
3.88981,15.9853,-89.3719,54.71
3.89028,15.9424,-89.3737,54.72
3.89075,15.8994,-89.3756,54.73
3.89122,15.8563,-89.3774,54.74
3.89169,15.8131,-89.3792,54.75
3.89215,15.7698,-89.381,54.76
3.89262,15.7265,-89.3828,54.77
3.89309,15.683,-89.3845,54.78
3.89355,15.6395,-89.3863,54.79
3.89402,15.5959,-89.388,54.8
3.89448,15.5522,-89.3898,54.81
3.89495,15.5084,-89.3915,54.82
3.89541,15.4646,-89.3932,54.83
3.89588,15.4206,-89.3949,54.84
3.89634,15.3766,-89.3967,54.85
3.89681,15.3324,-89.3983,54.86
3.89727,15.2882,-89.4,54.87
3.89773,15.2439,-89.4017,54.88
3.89819,15.1995,-89.4034,54.89
3.89866,15.155,-89.405,54.9
3.89912,15.1105,-89.4067,54.91
3.89958,15.0658,-89.4083,54.92
3.90004,15.0211,-89.4099,54.93
3.9005,14.9763,-89.4116,54.94
3.90096,14.9314,-89.4132,54.95
3.90142,14.8864,-89.4148,54.96
3.90188,14.8414,-89.4164,54.97
3.90234,14.7962,-89.418,54.98
3.90279,14.751,-89.4195,54.99
3.90325,14.7056,-89.4211,55
3.90371,14.6602,-89.4227,55.01
3.90417,14.6148,-89.4242,55.02
3.90462,14.5692,-89.4258,55.03
3.90508,14.5235,-89.4273,55.04
3.90554,14.4778,-89.4288,55.05
3.90599,14.432,-89.4303,55.06
3.90645,14.3861,-89.4319,55.07
3.9069,14.3401,-89.4334,55.08
3.90736,14.294,-89.4349,55.09
3.90781,14.2479,-89.4363,55.1
3.90826,14.2016,-89.4378,55.11
3.90872,14.1553,-89.4393,55.12
3.90917,14.1089,-89.4408,55.13
3.90962,14.0624,-89.4422,55.14
3.91007,14.0159,-89.4437,55.15
3.91053,13.9692,-89.4451,55.16
3.91098,13.9225,-89.4465,55.17
3.91143,13.8757,-89.448,55.18
3.91188,13.8288,-89.4494,55.19
3.91233,13.7818,-89.4508,55.2
3.91278,13.7348,-89.4522,55.21
3.91323,13.6876,-89.4536,55.22
3.91368,13.6404,-89.455,55.23
3.91413,13.5931,-89.4564,55.24
3.91457,13.5458,-89.4577,55.25
3.91502,13.4983,-89.4591,55.26
3.91547,13.4508,-89.4605,55.27
3.91592,13.4032,-89.4618,55.28
3.91636,13.3555,-89.4632,55.29
3.91681,13.3077,-89.4645,55.3
3.91726,13.2598,-89.4658,55.31
3.9177,13.2119,-89.4672,55.32
3.91815,13.1639,-89.4685,55.33
3.91859,13.1158,-89.4698,55.34
3.91904,13.0676,-89.4711,55.35
3.91948,13.0194,-89.4724,55.36
3.91993,12.971,-89.4737,55.37
3.92037,12.9226,-89.475,55.38
3.92081,12.8741,-89.4763,55.39
3.92126,12.8256,-89.4776,55.4
3.9217,12.7769,-89.4788,55.41
3.92214,12.7282,-89.4801,55.42
3.92258,12.6794,-89.4813,55.43
3.92302,12.6305,-89.4826,55.44
3.92346,12.5816,-89.4838,55.45
3.92391,12.5325,-89.4851,55.46
3.92435,12.4834,-89.4863,55.47
3.92479,12.4343,-89.4875,55.48
3.92523,12.385,-89.4888,55.49
3.92566,12.3356,-89.49,55.5
3.9261,12.2862,-89.4912,55.51
3.92654,12.2367,-89.4924,55.52
3.92698,12.1872,-89.4936,55.53
3.92742,12.1375,-89.4948,55.54
3.92786,12.0878,-89.4959,55.55
3.92829,12.038,-89.4971,55.56
3.92873,11.9881,-89.4983,55.57
3.92917,11.9382,-89.4995,55.58
3.9296,11.8881,-89.5006,55.59
3.93004,11.838,-89.5018,55.6
3.93047,11.7879,-89.5029,55.61
3.93091,11.7376,-89.5041,55.62
3.93134,11.6873,-89.5052,55.63
3.93178,11.6369,-89.5064,55.64
3.93221,11.5864,-89.5075,55.65
3.93264,11.5358,-89.5086,55.66
3.93308,11.4852,-89.5097,55.67
3.93351,11.4345,-89.5108,55.68
3.93394,11.3837,-89.512,55.69
3.93437,11.3329,-89.5131,55.7
3.93481,11.2819,-89.5142,55.71
3.93524,11.2309,-89.5152,55.72
3.93567,11.1799,-89.5163,55.73
3.9361,11.1287,-89.5174,55.74
3.93653,11.0775,-89.5185,55.75
3.93696,11.0262,-89.5196,55.76
3.93739,10.9748,-89.5206,55.77
3.93782,10.9234,-89.5217,55.78
3.93825,10.8719,-89.5228,55.79
3.93868,10.8203,-89.5238,55.8
3.93911,10.7687,-89.5249,55.81
3.93953,10.7169,-89.5259,55.82
3.93996,10.6651,-89.5269,55.83
3.94039,10.6132,-89.528,55.84
3.94082,10.5613,-89.529,55.85
3.94124,10.5093,-89.53,55.86
3.94167,10.4572,-89.531,55.87
3.9421,10.405,-89.5321,55.88
3.94252,10.3528,-89.5331,55.89
3.94295,10.3005,-89.5341,55.9
3.94337,10.2481,-89.5351,55.91
3.9438,10.1957,-89.5361,55.92
3.94422,10.1431,-89.5371,55.93
3.94464,10.0906,-89.538,55.94
3.94507,10.0379,-89.539,55.95
3.94549,9.98517,-89.54,55.96
3.94591,9.93237,-89.541,55.97
3.94634,9.87949,-89.542,55.98
3.94676,9.82655,-89.5429,55.99
3.94718,9.77354,-89.5439,56
3.9476,9.72046,-89.5448,56.01
3.94802,9.66731,-89.5458,56.02
3.94845,9.61409,-89.5467,56.03
3.94887,9.5608,-89.5477,56.04
3.94929,9.50744,-89.5486,56.05
3.94971,9.45401,-89.5496,56.06
3.95013,9.40051,-89.5505,56.07
3.95055,9.34695,-89.5514,56.08
3.95097,9.29331,-89.5523,56.09
3.95138,9.23961,-89.5533,56.1
3.9518,9.18583,-89.5542,56.11
3.95222,9.13199,-89.5551,56.12
3.95264,9.07809,-89.556,56.13
3.95306,9.02411,-89.5569,56.14
3.95347,8.97006,-89.5578,56.15
3.95389,8.91595,-89.5587,56.16
3.95431,8.86177,-89.5596,56.17
3.95472,8.80752,-89.5605,56.18
3.95514,8.75321,-89.5614,56.19
3.95555,8.69882,-89.5622,56.2
3.95597,8.64437,-89.5631,56.21
3.95638,8.58986,-89.564,56.22
3.9568,8.53527,-89.5649,56.23
3.95721,8.48062,-89.5657,56.24
3.95763,8.42591,-89.5666,56.25
3.95804,8.37112,-89.5674,56.26
3.95845,8.31627,-89.5683,56.27
3.95887,8.26136,-89.5691,56.28
3.95928,8.20638,-89.57,56.29
3.95969,8.15133,-89.5708,56.3
3.9601,8.09621,-89.5717,56.31
3.96051,8.04103,-89.5725,56.32
3.96093,7.98579,-89.5733,56.33
3.96134,7.93048,-89.5742,56.34
3.96175,7.8751,-89.575,56.35
3.96216,7.81966,-89.5758,56.36
3.96257,7.76416,-89.5766,56.37
3.96298,7.70859,-89.5775,56.38
3.96339,7.65295,-89.5783,56.39
3.9638,7.59725,-89.5791,56.4
3.96421,7.54149,-89.5799,56.41
3.96461,7.48566,-89.5807,56.42
3.96502,7.42977,-89.5815,56.43
3.96543,7.37381,-89.5823,56.44
3.96584,7.31779,-89.5831,56.45
3.96625,7.26171,-89.5839,56.46
3.96665,7.20556,-89.5847,56.47
3.96706,7.14935,-89.5854,56.48
3.96747,7.09307,-89.5862,56.49
3.96787,7.03673,-89.587,56.5
3.96828,6.98033,-89.5878,56.51
3.96868,6.92387,-89.5885,56.52
3.96909,6.86734,-89.5893,56.53
3.96949,6.81075,-89.5901,56.54
3.9699,6.7541,-89.5908,56.55
3.9703,6.69738,-89.5916,56.56
3.97071,6.64061,-89.5923,56.57
3.97111,6.58377,-89.5931,56.58
3.97151,6.52687,-89.5938,56.59
3.97192,6.4699,-89.5946,56.6
3.97232,6.41288,-89.5953,56.61
3.97272,6.35579,-89.5961,56.62
3.97312,6.29864,-89.5968,56.63
3.97353,6.24143,-89.5975,56.64
3.97393,6.18416,-89.5983,56.65
3.97433,6.12683,-89.599,56.66
3.97473,6.06944,-89.5997,56.67
3.97513,6.01198,-89.6004,56.68
3.97553,5.95447,-89.6012,56.69
3.97593,5.89689,-89.6019,56.7
3.97633,5.83926,-89.6026,56.71
3.97673,5.78156,-89.6033,56.72
3.97713,5.7238,-89.604,56.73
3.97753,5.66599,-89.6047,56.74
3.97793,5.60811,-89.6054,56.75
3.97833,5.55017,-89.6061,56.76
3.97872,5.49218,-89.6068,56.77
3.97912,5.43412,-89.6075,56.78
3.97952,5.37601,-89.6082,56.79
3.97992,5.31783,-89.6089,56.8
3.98031,5.2596,-89.6096,56.81
3.98071,5.20131,-89.6102,56.82
3.9811,5.14295,-89.6109,56.83
3.9815,5.08454,-89.6116,56.84
3.9819,5.02607,-89.6123,56.85
3.98229,4.96754,-89.6129,56.86
3.98269,4.90896,-89.6136,56.87
3.98308,4.85031,-89.6143,56.88
3.98348,4.79161,-89.615,56.89
3.98387,4.73285,-89.6156,56.9
3.98426,4.67403,-89.6163,56.91
3.98466,4.61515,-89.6169,56.92
3.98505,4.55622,-89.6176,56.93
3.98544,4.49723,-89.6182,56.94
3.98584,4.43818,-89.6189,56.95
3.98623,4.37907,-89.6195,56.96
3.98662,4.31991,-89.6202,56.97
3.98701,4.26069,-89.6208,56.98
3.98741,4.20141,-89.6215,56.99
3.9878,4.14207,-89.6221,57
3.98819,4.08268,-89.6227,57.01
3.98858,4.02323,-89.6234,57.02
3.98897,3.96373,-89.624,57.03
3.98936,3.90417,-89.6246,57.04
3.98975,3.84455,-89.6252,57.05
3.99014,3.78488,-89.6259,57.06
3.99053,3.72515,-89.6265,57.07
3.99092,3.66537,-89.6271,57.08
3.99131,3.60552,-89.6277,57.09
3.9917,3.54563,-89.6283,57.1
3.99208,3.48568,-89.6289,57.11
3.99247,3.42567,-89.6296,57.12
3.99286,3.36561,-89.6302,57.13
3.99325,3.30549,-89.6308,57.14
3.99363,3.24532,-89.6314,57.15
3.99402,3.18509,-89.632,57.16
3.99441,3.12481,-89.6326,57.17
3.99479,3.06448,-89.6332,57.18
3.99518,3.00408,-89.6338,57.19
3.99557,2.94364,-89.6343,57.2
3.99595,2.88314,-89.6349,57.21
3.99634,2.82259,-89.6355,57.22
3.99672,2.76198,-89.6361,57.23
3.99711,2.70132,-89.6367,57.24
3.99749,2.6406,-89.6373,57.25
3.99787,2.57984,-89.6379,57.26
3.99826,2.51901,-89.6384,57.27
3.99864,2.45814,-89.639,57.28
3.99902,2.39721,-89.6396,57.29
3.99941,2.33623,-89.6401,57.3
3.99979,2.27519,-89.6407,57.31
4.00017,2.21411,-89.6413,57.32
4.00055,2.15297,-89.6418,57.33
4.00094,2.09177,-89.6424,57.34
4.00132,2.03053,-89.643,57.35
4.0017,1.96923,-89.6435,57.36
4.00208,1.90788,-89.6441,57.37
4.00246,1.84648,-89.6446,57.38
4.00284,1.78502,-89.6452,57.39
4.00322,1.72352,-89.6457,57.4
4.0036,1.66196,-89.6463,57.41
4.00398,1.60035,-89.6468,57.42
4.00436,1.53869,-89.6474,57.43
4.00474,1.47698,-89.6479,57.44
4.00512,1.41521,-89.6485,57.45
4.0055,1.3534,-89.649,57.46
4.00588,1.29153,-89.6495,57.47
4.00626,1.22961,-89.6501,57.48
4.00663,1.16764,-89.6506,57.49
4.00701,1.10562,-89.6511,57.5
4.00739,1.04355,-89.6517,57.51
4.00777,0.981434,-89.6522,57.52
4.00814,0.919263,-89.6527,57.53
4.00852,0.857042,-89.6532,57.54
4.0089,0.794771,-89.6538,57.55
4.00927,0.73245,-89.6543,57.56
4.00965,0.670079,-89.6548,57.57
4.01002,0.607658,-89.6553,57.58
4.0104,0.545187,-89.6558,57.59
4.01077,0.482667,-89.6563,57.6
4.01115,0.420097,-89.6568,57.61
4.01152,0.357478,-89.6574,57.62
4.0119,0.294809,-89.6579,57.63
4.01227,0.232092,-89.6584,57.64
4.01264,0.169325,-89.6589,57.65
4.01302,0.10651,-89.6594,57.66
4.01339,0.0436456,-89.6599,57.67
4.01376,-0.0192674,-89.6604,57.68
